celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7,7,7,7,28,4,7,3,8,6,8,8,30,4,7.5,3,9,8,8,8,33,4,8.25,2,8,9,9,9,35,4,8.75,3,8,8,9,9,34,4,8.5,4,9,9.5,9,9.5,37,4,9.25,1,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7,7,7,7,28,4,7,3,7,7,7,7,28,4,7,5,8,9,8,8,33,4,8.25,2,8,9,8,8,33,4,8.25,4,9,9,9,9,36,4,9,3,8.5,8.5,8,8.5,33.5,4,8.375,5,9,9,9,9,36,4,9,4,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6,5,5,6,22,4,5.5,9,8,5,8,7,28,4,7,5,6,6,6,6,24,4,6,9,8,8,8,8,32,4,8,5,7,8,8,7,30,4,7.5,8,8,8.5,7.5,7.5,31.5,4,7.875,6,7.5,7.5,8.5,7.5,31,4,7.75,7,7.5,7,7.5,7,29,4,7.25,5,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8,8,8,8,32,4,8,1,7,7,7,8,29,4,7.25,4,7,8,9,8,32,4,8,4,9,9,9,9,36,4,9,2,9,9,10,10,38,4,9.5,2,8.5,8.5,8.5,9,34.5,4,8.625,4,10.5,9.5,9.5,9.5,39,4,9.75,2,9,9,9,9,36,4,9,3,10,10,10,10,40,4,10,1,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7,7,7,7,28,4,7,3,7,6,7,7,27,4,6.75,8,8,7,8,8,31,4,7.75,5,7,8,8,8,31,4,7.75,7,7,7,8,7,29,4,7.25,9,7.5,8.5,7.5,7.5,31,4,7.75,7,8,8,8,8,32,4,8,6,8,8,8.5,8,32.5,4,8.125,4,9,8.5,9,8.5,35,4,8.75,4,9,9,9.3333,9,36.3333,4,9.0833,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8,7,8,8,31,4,7.75,2,8,8,8,8,32,4,8,1,7,7,7,7,28,4,7,6,10,9,10,10,39,4,9.75,1,7,8,9,8,32,4,8,6,8.5,9.5,8.5,8.5,35,4,8.75,3,9.5,9.5,10.5,9.5,39,4,9.75,2,9.5,9,9.5,9.5,37.5,4,9.375,2,9.5,9,10,10,38.5,4,9.625,2,10,9.6666,10,10,39.6666,4,9.9166,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5,4,4,4,17,4,4.25,12,6,5,6,5,22,4,5.5,11,0,0,0,0,0,4,0,12,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6,6,6,6,24,4,6,7,7,7,7,7,28,4,7,5,6,7,7,6,26,4,6.5,7,8,7,7,8,30,4,7.5,8,8,8,8,8,32,4,8,6,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7,6,7,7,27,4,6.75,6,8,8,8,8,32,4,8,1,8,8,9,9,34,4,8.5,1,8,7,8,9,32,4,8,5,10,9,10,10,39,4,9.75,1,9,9.5,8,9.5,36,4,9,2,10.5,10.5,10.5,10.5,42,4,10.5,1,10,9.5,10,10,39.5,4,9.875,1,9.5,9.5,9.5,9.5,38,4,9.5,3,10,9.6666,9.6666,10,39.333200000000005,4,9.8333,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6,6,6,6,24,4,6,7,7,5,7,6,25,4,6.25,9,7,6,7,6,26,4,6.5,7,8,7,8,7,30,4,7.5,8,9,8,9,8,34,4,8.5,4,7.5,8,7.5,7.5,30.5,4,7.625,8,8,8,9,9,34,4,8.5,5,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sasha Pieterse,Gleb Savchenko,Actor/Actress,South Africa,South Africa,21,25,Eliminated Week 5,10,6,6,6,N/A,18,3,6,7,8,7.5,7,N/A,22.5,3,7.5,4,7,6,6,N/A,19,3,6.3333,11,8,8,8,N/A,24,3,8,4,8,8,8,N/A,24,3,8,8,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7,6,6,N/A,19,3,6.3333,5,8,7.5,8.5,N/A,24,3,8,1,7,7,7,N/A,21,3,7,6,8,8,8,N/A,24,3,8,4,10,9,10,N/A,29,3,9.6667,2,7,8,8,8,31,4,7.75,6,10,10,10,N/A,30,3,10,1,9,8.5,9,N/A,26.5,3,8.8333,3,8.5,8,9,N/A,25.5,3,8.5,4,9.7777,9.3333,9.7777,10,38.8887,4,9.7222,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8,7,7,N/A,22,3,7.3333,1,8,8,8,N/A,24,3,8,1,9,7,9,N/A,25,3,8.3333,2,10,9,10,N/A,29,3,9.6667,1,10,10,10,N/A,30,3,10,1,10,9,10,10,39,4,9.75,2,9,9,9,N/A,27,3,9,4,10,10,10,N/A,30,3,10,1,9.5,9.5,10,N/A,29,3,9.6667,1,10,10,10,10,40,4,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6,6,6,N/A,18,3,6,7,6.5,6,6.5,N/A,19,3,6.3333,11,7,7,7,N/A,21,3,7,6,7,8,8,N/A,23,3,7.6667,10,0,0,0,N/A,0,3,0,11,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7,7,6,N/A,20,3,6.6667,4,6.5,6.5,6.5,N/A,19.5,3,6.5,9,7,7,7,N/A,21,3,7,6,8,8,8,N/A,24,3,8,4,9,9,9,N/A,27,3,9,4,9,9,9,9,36,4,9,4,8,8,8,N/A,24,3,8,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5,5,5,N/A,15,3,5,12,6.5,6,7,N/A,19.5,3,6.5,9,7,7,7,N/A,21,3,7,6,8,8,8,N/A,24,3,8,4,9,8,8,N/A,25,3,8.3333,6,9,9,10,9,37,4,9.25,3,8,8,8.5,N/A,24.5,3,8.1667,7,8.5,8.5,8.5,N/A,25.5,3,8.5,4,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7,6,6,N/A,19,3,6.3333,5,7.5,7,7.5,N/A,22,3,7.3333,6,8,7,7,N/A,22,3,7.3333,5,9,9,9,N/A,27,3,9,2,9,9,9,N/A,27,3,9,4,8,8,7,8,31,4,7.75,6,9.5,9.5,9.5,N/A,28.5,3,9.5,2,8,8,8,N/A,24,3,8,5,9,9.5,9.5,N/A,28,3,9.3333,3,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5,4,5,N/A,14,3,4.6667,13,6,5,6,N/A,17,3,5.6667,13,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7,8,7,N/A,22,3,7.3333,1,7.5,7.5,7.5,N/A,22.5,3,7.5,4,9,9,9,N/A,27,3,9,1,9,8,9,N/A,26,3,8.6667,3,9,10,9,N/A,28,3,9.3333,3,10,10,10,10,40,4,10,1,8.5,8.5,8.5,N/A,25.5,3,8.5,6,9.5,8.5,9,N/A,27,3,9,2,9.5,9,10,N/A,28.5,3,9.5,2,10,10,10,10,40,4,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6,5,6,N/A,17,3,5.6667,10,7,6.5,7,N/A,20.5,3,6.8333,7,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,0,0,4,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6,6,6,N/A,18,3,6,7,7,6,6,N/A,19,3,6.3333,11,7,7,7,N/A,21,3,7,6,8,7,7,N/A,22,3,7.3333,11,7,8,7,N/A,22,3,7.3333,10,7,6,7,6,26,4,6.5,9,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Drew Scott,Emma Slater,TV Personality,Canada,Canada,39,25,Eliminated Week 10,4,6,5,5,N/A,16,3,5.3333,11,7,6.5,7,N/A,20.5,3,6.8333,7,8,7,8,N/A,23,3,7.6667,3,8,8,8,N/A,24,3,8,4,9,8,8,N/A,25,3,8.3333,6,7,7,9,7,30,4,7.5,8,9.5,9.5,9.5,N/A,28.5,3,9.5,2,8,7.5,8,N/A,23.5,3,7.8333,6,8,8,8,N/A,24,3,8,5,9,9.5,9.5,9.5,37.5,4,9.375,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,Philippines,Philippines,36,25,Eliminated Week 7,7,7,7,7,N/A,21,3,7,3,8,8,7.5,N/A,23.5,3,7.8333,3,7,8,8,N/A,23,3,7.6667,3,8,8,8,N/A,24,3,8,4,8,8,8,N/A,24,3,8,8,9,9,9,9,36,4,9,4,9,9,9,N/A,27,3,9,4,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,6,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6,7,6,N/A,19,3,6.3333,8,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6,6,6,N/A,18,3,6,9,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6,5,6,N/A,17,3,5.6667,10,7.5,8,7,7,29.5,4,7.375,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7,6,7,N/A,20,3,6.6667,7,8.5,9.5,8.5,8.5,35,4,8.75,3,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7,7,7,N/A,21,3,7,5,7.5,8.5,8,7.5,31.5,4,7.875,6,7,8,7,7,29,4,7.25,6,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7,7,7,N/A,21,3,7,5,8.5,8.5,8,8,33,4,8.25,4,8,9,7,9,33,4,8.25,5,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7,8,8,N/A,23,3,7.6667,3,9,10,9,9,37,4,9.25,1,9,9,8,9,35,4,8.75,3,0,0,0,N/A,0,3,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8,8,7,N/A,23,3,7.6667,3,8,9,8,8,33,4,8.25,4,8.5,9.5,8.5,8.5,35,4,8.75,3,9,9.5,9.5,N/A,28,3,9.3333,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8,8,8,N/A,24,3,8,1,7.5,8,8,8,31.5,4,7.875,6,9.5,9.5,9.5,9.5,38,4,9.5,2,9.5,9.5,9.5,N/A,28.5,3,9.5,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8,8,8,N/A,24,3,8,1,9,9.5,9,9.5,37,4,9.25,1,10.5,10.5,9.5,10.5,41,4,10.25,1,9.5,9.5,10,N/A,29,3,9.6667,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,Argentina,Argentina,39,27,Eliminated Week 8,5,7,7,8,N/A,22,3,7.3333,3,9,8,9,N/A,26,3,8.6667,1,10,10,10,N/A,30,3,10,1,8,8,8,N/A,24,3,8,5,10,9,10,N/A,29,3,9.6667,1,10,10,10,N/A,30,3,10,1,9.5,9,9.5,N/A,28,3,9.3333,3,10,10,10,N/A,30,3,10,1,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evanna Lynch,Keo Motsepe,Actor/Actress,Ireland,Ireland,27,27,3rd Place,3,7,5,6,N/A,18,3,6,9,8,8,8,N/A,24,3,8,5,9,9,9,N/A,27,3,9,2,8,8,8,N/A,24,3,8,5,8,8,8,N/A,24,3,8,6,10,9,10,N/A,29,3,9.6667,3,10,9.5,10,N/A,29.5,3,9.8333,1,10,9.5,9.5,N/A,29,3,9.6667,2,10,10,10,N/A,30,3,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,N/A,19.5,3,6.5,8,7,6.5,7,N/A,20.5,3,6.8333,9,8,7,7,N/A,22,3,7.3333,9,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7,5,6,N/A,18,3,6,9,7.5,6.5,7.5,N/A,21.5,3,7.1667,8,7,7,7,N/A,21,3,7,10,7,7,7,N/A,21,3,7,8,8,8,8,N/A,24,3,8,6,6,7,6,N/A,19,3,6.3333,9,9,9,9,N/A,27,3,9,5,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7,6,7,N/A,20,3,6.6667,5,9,8,9,N/A,26,3,8.6667,1,9,9,9,N/A,27,3,9,2,10,9,10,N/A,29,3,9.6667,1,9,8,10,N/A,27,3,9,3,10,10,10,N/A,30,3,10,1,10,9,10,N/A,29,3,9.6667,2,9,9,9.5,N/A,27.5,3,9.1667,4,10,10,10,N/A,30,3,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6,6,6,N/A,18,3,6,9,6.5,6,6,N/A,18.5,3,6.1667,11,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7,6.5,N/A,20,3,6.6667,5,8,7.5,7.5,N/A,23,3,7.6667,7,8,8,8,N/A,24,3,8,7,9,8,9,N/A,26,3,8.6667,2,9,8,8,N/A,25,3,8.3333,5,8,8,8,N/A,24,3,8,6,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8,7,8,N/A,23,3,7.6667,1,8,7.5,8,N/A,23.5,3,7.8333,6,9,8,9,N/A,26,3,8.6667,5,7,7,8,N/A,22,3,7.3333,7,9,8,9,N/A,26,3,8.6667,4,8,9,9,N/A,26,3,8.6667,5,9,8.5,9,N/A,26.5,3,8.8333,6,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6,5.5,6,N/A,17.5,3,5.8333,12,0,0,0,N/A,0,3,0,13,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7,6,7,N/A,20,3,6.6667,5,7,6,6.5,N/A,19.5,3,6.5,10,8,7,8,N/A,23,3,7.6667,8,7,6,7,N/A,20,3,6.6667,9,7,7,7,N/A,21,3,7,8,8,7,7,N/A,22,3,7.3333,7,9,8.5,9,N/A,26.5,3,8.8333,6,7.5,7.5,7.5,N/A,22.5,3,7.5,6,9,9,9,N/A,27,3,9,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8,7,8,N/A,23,3,7.6667,1,9,8,9,N/A,26,3,8.6667,1,9,9,9,N/A,27,3,9,2,9,8,9,N/A,26,3,8.6667,2,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
