celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,32.0,4,8.0,1,32.0,4,8.0,2,33.0,4,8.25,3,35.0,4,8.75,3,39.0,4,9.75,1,35.5,4,8.875,4,37.0,4,9.25,4,40.0,4,10.0,1,39.0,4,9.75,3,40.0,4,10.0,1,N/A,N/A,N/A,N/A
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,30.0,4,7.5,3,34.0,4,8.5,1,34.0,4,8.5,1,36.0,4,9.0,2,38.0,4,9.5,2,36.5,4,9.125,2,41.0,4,10.25,1,38.0,4,9.5,3,40.0,4,10.0,1,0.0,4,0.0,4,N/A,N/A,N/A,N/A
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,26.0,4,6.5,5,28.0,4,7.0,6,24.0,4,6.0,9,30.0,4,7.5,7,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,5,0.0,4,0.0,4,N/A,N/A,N/A,N/A
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,28.0,4,7.0,4,28.0,4,7.0,6,29.0,4,7.25,6,34.0,4,8.5,4,24.0,4,6.0,9,33.5,4,8.375,8,31.0,4,7.75,6,31.0,4,7.75,6,0.0,4,0.0,5,0.0,4,0.0,4,N/A,N/A,N/A,N/A
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22.0,4,5.5,11,26.0,4,6.5,11,22.0,4,5.5,10,0.0,4,0.0,11,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,5,0.0,4,0.0,4,N/A,N/A,N/A,N/A
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,26.0,4,6.5,5,27.0,4,6.75,10,30.0,4,7.5,5,32.0,4,8.0,6,28.0,4,7.0,5,34.0,4,8.5,6,38.0,4,9.5,3,31.5,4,7.875,5,38.0,4,9.5,4,36.0,4,9.0,3,N/A,N/A,N/A,N/A
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22.0,4,5.5,11,31.0,4,7.75,5,0.0,4,0.0,12,0.0,4,0.0,11,0.0,4,0.0,10,0.0,4,0.0,9,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,5,0.0,4,0.0,4,N/A,N/A,N/A,N/A
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,4,6.25,8,28.0,4,7.0,6,22.0,4,5.5,10,30.0,4,7.5,7,27.0,4,6.75,7,34.0,4,8.5,6,0.0,4,0.0,8,0.0,4,0.0,7,0.0,4,0.0,5,0.0,4,0.0,4,N/A,N/A,N/A,N/A
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,26.0,4,6.5,5,21.0,4,5.25,12,28.0,4,7.0,7,27.0,4,6.75,10,27.0,4,6.75,7,35.0,4,8.75,5,31.0,4,7.75,6,32.0,4,8.0,4,0.0,4,0.0,5,0.0,4,0.0,4,N/A,N/A,N/A,N/A
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,3,5.0,9,16.5,3,5.5,12,25.0,4,6.25,9,16.0,3,5.333333333333333,10,0.0,4,0.0,10,0.0,4,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,5
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,22.0,3,7.333333333333333,5,23.0,3,7.666666666666667,3,36.0,4,9.0,1,21.0,3,7.0,8,40.0,4,10.0,1,30.0,4,7.5,7,27.5,3,9.166666666666666,5,26.9998,3,8.999933333333333,5,30.0,3,10.0,1,0.0,3,0.0,5,0.0,3,0.0,5
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,23.0,3,7.666666666666667,3,22.5,3,7.5,4,31.0,4,7.75,6,25.0,3,8.333333333333334,5,39.0,4,9.75,2,38.0,4,9.5,5,28.0,3,9.333333333333334,2,28.9998,3,9.6666,2,27.0,3,9.0,4,31.5,3,10.5,1,30.0,3,10.0,1
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,3,5.0,9,18.5,3,6.166666666666667,9,0.0,4,0.0,11,0.0,3,0.0,11,0.0,4,0.0,10,0.0,4,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,5
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,22.0,3,7.333333333333333,5,22.5,3,7.5,4,33.0,4,8.25,3,24.0,3,8.0,6,29.0,4,7.25,7,30.0,4,7.5,7,26.5,3,8.833333333333334,8,25.0,3,8.333333333333334,6,25.5,3,8.5,5,28.5,3,9.5,3,27.999899999999997,3,9.3333,4
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,13.0,3,4.333333333333333,12,15.0,3,5.0,13,0.0,4,0.0,11,0.0,3,0.0,11,0.0,4,0.0,10,0.0,4,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,5
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,21.0,3,7.0,7,22.0,3,7.333333333333333,8,29.0,4,7.25,8,23.0,3,7.666666666666667,7,36.0,4,9.0,4,40.0,4,10.0,1,28.0,3,9.333333333333334,2,23.9998,3,7.999933333333334,7,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,5
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8.0,7.0,8.0,,8.0,8.0,8.5,,8.0,9.0,8.0,8.0,9.0,9.0,9.0,,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,23.0,3,7.666666666666667,3,24.5,3,8.166666666666666,1,33.0,4,8.25,3,27.0,3,9.0,2,29.0,4,7.25,7,40.0,4,10.0,1,27.0,3,9.0,6,28.0,3,9.333333333333334,3,24.5,3,8.166666666666666,6,0.0,3,0.0,5,0.0,3,0.0,5
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8.0,8.0,8.0,,7.5,7.5,7.5,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,,11.0,11.0,11.0,,9.0,9.0,9.5,,9.0,9.0,9.0,,10.0,10.0,10.0,,24.0,3,8.0,1,22.5,3,7.5,4,36.0,4,9.0,1,27.0,3,9.0,2,35.0,4,8.75,5,39.0,4,9.75,4,27.0,3,9.0,6,33.0,3,11.0,1,27.5,3,9.166666666666666,3,27.0,3,9.0,4,30.0,3,10.0,1
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,21.0,3,7.0,7,22.5,3,7.5,4,30.0,4,7.5,7,27.0,3,9.0,2,30.0,4,7.5,6,32.0,4,8.0,6,28.0,3,9.333333333333334,2,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,5
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,24.0,3,8.0,1,24.0,3,8.0,2,32.0,4,8.0,5,28.0,3,9.333333333333334,1,37.0,4,9.25,3,40.0,4,10.0,1,29.0,3,9.666666666666666,1,28.0,3,9.333333333333334,3,30.0,3,10.0,1,31.5,3,10.5,1,30.0,3,10.0,1
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4.0,4.0,4.0,,6.5,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,3,4.0,13,18.5,3,6.166666666666667,9,0.0,4,0.0,11,0.0,3,0.0,11,0.0,4,0.0,10,0.0,4,0.0,10,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,5
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,3,5.0,9,18.5,3,6.166666666666667,9,20.0,4,5.0,10,18.0,3,6.0,9,26.0,4,6.5,9,24.0,4,6.0,9,0.0,3,0.0,9,0.0,3,0.0,8,0.0,3,0.0,7,0.0,3,0.0,5,0.0,3,0.0,5
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5.0,5.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,3,5.333333333333333,10,15.0,3,5.0,11,18.0,3,6.0,11,0.0,4,0.0,11,0.0,4,0.0,10,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7.0,6.0,7.0,,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,6.666666666666667,8,19.0,3,6.333333333333333,9,22.0,3,7.333333333333333,5,32.0,4,8.0,6,28.0,4,7.0,7,24.0,3,8.0,6,26.0,3,8.666666666666666,5,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,,8.0,8.5,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,6.666666666666667,8,21.0,3,7.0,3,23.0,3,7.666666666666667,3,27.0,4,6.75,9,35.0,4,8.75,2,25.0,3,8.333333333333334,4,25.5,3,8.5,8,30.0,3,10.0,1,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,5.0,11,20.0,3,6.666666666666667,5,20.0,3,6.666666666666667,8,24.0,4,6.0,10,28.0,4,7.0,7,21.0,3,7.0,9,0.0,3,0.0,9,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8.0,6.0,7.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,7.0,4,20.0,3,6.666666666666667,5,20.0,3,6.666666666666667,8,32.0,4,8.0,6,29.0,4,7.25,6,24.0,3,8.0,6,26.0,3,8.666666666666666,5,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8.0,6.0,7.0,,6.0,6.0,7.0,,7.0,6.0,7.0,,9.0,8.0,9.0,9.0,7.0,6.0,6.0,7.0,9.0,9.0,9.0,,8.5,8.5,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,0.0,0.0,0.0,,,,,,21.0,3,7.0,4,19.0,3,6.333333333333333,9,20.0,3,6.666666666666667,8,35.0,4,8.75,3,26.0,4,6.5,9,27.0,3,9.0,3,26.0,3,8.666666666666666,5,27.0,3,9.0,5,27.5,3,9.166666666666666,5,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0,,9.0,9.0,9.5,,10.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.6666,10.0,,,,,,21.0,3,7.0,4,24.0,3,8.0,1,23.0,3,7.666666666666667,3,36.0,4,9.0,1,31.0,4,7.75,4,28.0,3,9.333333333333334,2,27.5,3,9.166666666666666,2,28.0,3,9.333333333333334,4,29.5,3,9.833333333333334,2,29.666600000000003,3,9.888866666666667,1,N/A,N/A,N/A,N/A
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,13.0,3,4.333333333333333,12,13.0,3,4.333333333333333,12,0.0,3,0.0,12,0.0,4,0.0,11,0.0,4,0.0,10,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8.0,7.0,8.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,,9.5,9.0,9.5,,10.0,9.0,10.0,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,23.0,3,7.666666666666667,1,20.0,3,6.666666666666667,5,25.0,3,8.333333333333334,1,34.0,4,8.5,5,37.0,4,9.25,1,25.0,3,8.333333333333334,4,28.0,3,9.333333333333334,1,29.0,3,9.666666666666666,3,28.5,3,9.5,3,28.9998,3,9.6666,2,N/A,N/A,N/A,N/A
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8.0,7.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,23.0,3,7.666666666666667,1,21.0,3,7.0,3,21.0,3,7.0,6,36.0,4,9.0,1,32.0,4,8.0,3,24.0,3,8.0,6,27.5,3,9.166666666666666,2,30.0,3,10.0,1,28.0,3,9.333333333333334,4,28.333199999999998,3,9.4444,3,N/A,N/A,N/A,N/A
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8.0,7.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,10.0,9.0,10.0,,9.0,9.0,9.5,,8.0,8.0,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,23.0,3,7.666666666666667,1,24.0,3,8.0,1,24.0,3,8.0,2,35.0,4,8.75,3,30.0,4,7.5,5,29.0,3,9.666666666666666,1,27.5,3,9.166666666666666,2,25.0,3,8.333333333333334,6,30.0,3,10.0,1,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7.0,7.0,7.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,7.0,4,20.0,3,6.666666666666667,5,21.0,3,7.0,6,28.0,4,7.0,8,0.0,4,0.0,10,0.0,3,0.0,10,0.0,3,0.0,9,0.0,3,0.0,7,0.0,3,0.0,6,0.0,3,0.0,4,N/A,N/A,N/A,N/A
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,4,5.5,11,24.0,4,6.0,10,0.0,4,0.0,13,0.0,3,0.0,12,0.0,3,0.0,10,0.0,4,0.0,10,0.0,4,0.0,9,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,4,0.0,5
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,7.0,8.0,8.0,8.5,8.0,8.0,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,4,5.5,11,26.0,4,6.5,8,28.0,4,7.0,5,24.0,3,8.0,4,24.0,3,8.0,6,31.0,4,7.75,6,33.0,4,8.25,6,0.0,3,0.0,8,0.0,4,0.0,7,0.0,3,0.0,6,0.0,4,0.0,5
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,9.0,9.0,,8.0,9.0,9.0,8.0,7.5,8.0,8.5,8.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,4,6.75,3,27.0,4,6.75,7,28.0,4,7.0,5,21.0,3,7.0,10,27.0,3,9.0,2,34.0,4,8.5,5,32.0,4,8.0,8,23.0,3,7.666666666666667,7,36.0,4,9.0,5,0.0,3,0.0,6,0.0,4,0.0,5
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,8.0,8.0,7.0,8.5,8.0,8.0,8.5,8.0,9.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,4,6.0,9,24.0,4,6.0,10,25.0,4,6.25,8,22.0,3,7.333333333333333,9,24.0,3,8.0,6,30.0,4,7.5,7,33.0,4,8.25,6,26.0,3,8.666666666666666,5,0.0,4,0.0,7,0.0,3,0.0,6,0.0,4,0.0,5
